number,ini_velX,ini_velY,ini_velZ,ini_posX,ini_posY,ini_posZ,trialID,_isCorrect,ponPosX,ponPosY,ponPosZ,timeSinceEngineStart,camID,camShelf_h,camShelf_num,camPosX,camPosY,camPosZ,1targetX,1targetX,1targetX,1targetX,1targetX,1targetX,
0,0,0,0,0,0,0,86c756daf3684e23b748ecf732428d5d,False,0,0,0,1.939615,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,0,0,0,1.960744,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3780.343,-16773.16,3.804212,2.000637,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3780.343,-16773.16,3.804212,2.020475,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3758.124,-16774.61,3.804212,2.038672,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3758.124,-16774.61,3.804212,2.057337,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3735.906,-16776.79,3.804212,2.075746,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3713.688,-16779.69,3.804212,2.093894,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3691.469,-16783.32,3.804212,2.111814,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3669.25,-16787.68,3.804212,2.129824,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3647.032,-16792.77,3.804212,2.148392,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3624.814,-16798.58,3.804212,2.166227,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3602.595,-16805.11,3.804212,2.183718,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3580.377,-16812.38,3.804212,2.20126,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3558.158,-16820.37,3.804212,2.218673,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3558.158,-16820.37,3.804212,2.236573,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3535.94,-16829.08,3.804212,2.253985,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3513.722,-16838.52,3.804212,2.271387,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3491.503,-16848.69,3.804212,2.289273,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3469.285,-16859.58,3.804212,2.306925,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3447.066,-16871.21,3.804212,2.324912,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
0,6,0,0,0,3.1,1.2,86c756daf3684e23b748ecf732428d5d,False,3424.848,-16883.55,3.804212,2.342728,2,7,12,16.7,95.85001,5.004212,2078.385,-18954.19,3.804213,2448.692,-18954.19,3.804213,
