number,ini_velX,ini_velY,ini_velZ,ini_posX,ini_posY,ini_posZ,trialID,_isCorrect,ponPosX,ponPosY,ponPosZ,timeSinceEngineStart,camID,camShelf_h,camShelf_num,camPosX,camPosY,camPosZ,1targetX,1targetX,1targetX,1targetX,1targetX,1targetX,
0,0,0,0,0,0,0,5efea148bc0b4e2680fcb39938c061e9,False,0,0,0,1.820426,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,0,0,0,1.841564,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,9249.412,-40157.79,3.804212,1.886002,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,9249.412,-40157.79,3.804212,1.903126,2,7,12,16.7,95.85001,5.004212,3818.291,-45379.55,3.804213,4704.556,-45379.55,3.804213,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,9178.512,-40161.26,3.804212,1.918632,2,7,12,16.7,95.85001,5.004212,3818.291,-45379.55,3.804213,4704.556,-45379.55,3.804213,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,9178.512,-40161.26,3.804212,1.934237,2,7,12,16.7,95.85001,5.004212,3818.291,-45379.55,3.804213,4704.556,-45379.55,3.804213,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,9107.609,-40166.48,3.804212,1.950037,2,7,12,16.7,95.85001,5.004212,3818.291,-45379.55,3.804213,4704.556,-45379.55,3.804213,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,9036.709,-40173.43,3.804212,1.965994,2,7,12,16.7,95.85001,5.004212,3818.291,-45379.55,3.804213,4704.556,-45379.55,3.804213,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,8965.808,-40182.13,3.804212,1.981765,2,7,12,16.7,95.85001,5.004212,3818.291,-45379.55,3.804213,4704.556,-45379.55,3.804213,
0,8,0,0,0,3.1,1.2,5efea148bc0b4e2680fcb39938c061e9,False,8965.808,-40182.13,3.804212,1.998255,2,7,12,16.7,95.85001,5.004212,3818.291,-45379.55,3.804213,4704.556,-45379.55,3.804213,
