number,ini_velX,ini_velY,ini_velZ,ini_posX,ini_posY,ini_posZ,trialID,_isCorrect,ponPosX,ponPosY,ponPosZ,timeSinceEngineStart,camID,camShelf_h,camShelf_num,camPosX,camPosY,camPosZ,1targetX,1targetX,1targetX,1targetX,1targetX,1targetX,
0,0,0,0,0,0,0,9d319cda8e8f400a88b8ffe3355cddac,False,0,0,0,1.972121,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,0,0,0,1.994685,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2753.407,-12245.04,3.804212,2.031017,2,7,12,16.7,95.85001,5.004212,0,0,0,0,0,0,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2753.407,-12245.04,3.804212,2.050296,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2737.184,-12246.1,3.804212,2.068868,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2737.184,-12246.1,3.804212,2.08829,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2720.962,-12247.69,3.804212,2.108338,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2704.74,-12249.81,3.804212,2.127726,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2688.517,-12252.46,3.804212,2.147425,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2672.294,-12255.65,3.804212,2.166342,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2656.072,-12259.36,3.804212,2.185881,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2639.849,-12263.6,3.804212,2.204767,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2623.627,-12268.37,3.804212,2.225476,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2607.405,-12273.67,3.804212,2.245969,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2591.182,-12279.51,3.804212,2.266377,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2574.959,-12285.87,3.804212,2.286929,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2558.737,-12292.76,3.804212,2.307171,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2542.515,-12300.19,3.804212,2.326536,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2526.292,-12308.14,3.804212,2.346675,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2510.07,-12316.62,3.804212,2.367039,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2493.847,-12325.63,3.804212,2.386159,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2477.625,-12335.18,3.804212,2.40569,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2461.402,-12345.25,3.804212,2.424491,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2445.18,-12355.86,3.804212,2.442216,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2428.957,-12366.99,3.804212,2.460097,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2412.735,-12378.66,3.804212,2.47847,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2396.512,-12390.85,3.804212,2.4984,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2380.29,-12403.58,3.804212,2.516963,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2364.067,-12416.83,3.804212,2.535016,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2347.845,-12430.62,3.804212,2.553301,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2331.623,-12444.93,3.804212,2.571502,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2315.4,-12459.78,3.804212,2.589167,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2315.4,-12459.78,3.804212,2.607317,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2299.177,-12475.16,3.804212,2.624823,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2282.955,-12491.06,3.804212,2.642647,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2266.732,-12507.5,3.804212,2.660393,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2250.51,-12524.47,3.804212,2.678032,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
0,6,0,0,0,3.1,1.2,9d319cda8e8f400a88b8ffe3355cddac,False,2234.288,-12541.96,3.804212,2.695607,2,7,12,16.7,95.85001,5.004212,1510.744,-13837.28,3.804213,1240.37,-13837.28,3.804213,
